student_id,name,grade_level,baseline_ability,learning_rate,consistency
1,Niyonzima Uwera,S3,0.7957962893885334,0.029361118426546193,0.6545980821176709
2,Nsabimana Iradukunda,S1,0.7579549828791108,0.0699465584480253,0.6743186887373966
3,Uwamahoro Niyonzima,S3,0.7669910050499071,0.04591670111852694,0.7019301990693146
4,Kabera Mutoni,S3,0.5709579665930622,0.04736419905302215,0.8748115864875547
5,Uwimana Mugisha,S1,0.9195826665266797,0.056452691114086295,0.6596834432905521
6,Mutoni Nkurunziza,S1,0.7256660469967509,0.02732229409068673,0.7733119185389445
7,Munyaneza Nzeyimana,S1,0.925811606062598,0.05280261676059678,0.6646990594339345
8,Kabera Nkurunziza,S3,0.7726722237419349,0.022713637334632285,0.7138656157671425
9,Kabera Uwimana,S1,0.7046706660451401,0.03685607058124285,0.789943629105387
10,Rukundo Ingabire,S2,0.8161061102831512,0.06633468615779944,0.6695504885369603
11,Uwera Habimana,S3,0.6955255418595557,0.041507943712656356,0.6405541708337954
12,Uwimana Kayitesi,S2,0.6236861195095137,0.03865893930293973,0.7138141627093615
13,Uwamahoro Nkurunziza,S2,0.618516567941663,0.0271756547562981,0.8496356755280482
14,Niyonzima Mutoni,S2,0.5471538346695769,0.05136396976291964,0.7496393564254924
15,Niyonzima Bizimana,S2,0.7876278197268776,0.07445398843556558,0.6872522802021062
16,Nzeyimana Nsabimana,S1,0.8886340536620674,0.03738508717482608,0.6564274505389015
17,Rukundo Kabera,S1,0.7652306850575336,0.07355353990939867,0.7887697846704778
18,Ndayisaba Mutoni,S3,0.7212828312656074,0.06908088595534959,0.9012557041397202
19,Mukantwari Nzeyimana,S2,0.7719635597903226,0.02719192204002097,0.7181653099912697
20,Ingabire Nkurunziza,S3,0.6584309311037017,0.04181777614275764,0.9401237289523362
21,Mutoni Mugisha,S3,0.49924661902968537,0.056573860038793805,0.7759376581301015
22,Iradukunda Mukantwari,S1,0.6713494572212239,0.07913902724663605,0.6847193450290251
23,Iradukunda Niyonzima,S2,0.7280095396756684,0.042066987963155195,0.8213070407077527
24,Nsabimana Rukundo,S3,0.4862336937713573,0.03924680389830415,0.6652814786399489
25,Bizimana Habimana,S2,0.8165540943335746,0.05072558349795686,0.6792735213192782
26,Bizimana Nkurunziza,S3,0.5365465567928493,0.07620379932420407,0.6481323304510976
27,Nsabimana Mutoni,S3,0.7116978489082427,0.035476497662909334,0.8309944161119627
28,Habimana Kabera,S3,0.5648069710879039,0.025586166068353955,0.9140255152836643
29,Iradukunda Habimana,S2,0.6447284351945167,0.06355734073221436,0.913988590983402
30,Ndayisaba Nsabimana,S3,0.7081393213757026,0.029697722845676826,0.9144939659844777
31,Kabera Iradukunda,S3,0.8549501657414503,0.05292402736199517,0.8421633191924426
32,Kayitesi Mugisha,S1,0.48761920482672777,0.03952398188955607,0.8612719917913084
33,Mugisha Kayitesi,S2,0.7579669876344522,0.025620486069685547,0.7287005310708017
34,Nsabimana Mutoni,S1,0.7852140200407117,0.07352279331062679,0.820898519099042
35,Ingabire Kayitesi,S1,0.5198931175616088,0.03171457926788267,0.8528582403415268
36,Gasana Ndayisaba,S3,0.5338395953442137,0.07489186341322691,0.7295555450894056
37,Rukundo Uwamahoro,S2,0.7854993601217873,0.03766693352417514,0.7347842050106739
38,Uwamahoro Iradukunda,S3,0.5538279017718284,0.07616928644964685,0.8436104288362405
39,Kabera Kabera,S2,0.6160869699678154,0.028405040914191444,0.7814153783273078
40,Ingabire Uwimana,S3,0.6867908341172416,0.04156946907318531,0.7027571454925726
41,Ndayisaba Bizimana,S1,0.707925673143736,0.05068054393165627,0.7755307031405199
42,Uwamahoro Munyaneza,S2,0.6251647090404296,0.07340032050905397,0.7182983048980375
43,Mutoni Mugisha,S1,0.6980361366250384,0.04793588108794761,0.7899256221476518
44,Uwamahoro Habimana,S3,0.9501311117124117,0.0693560336395795,0.726066724493942
45,Uwimana Nzeyimana,S1,0.8846837222669921,0.057373428549140015,0.6298716127478188
46,Ndayisaba Ndayisaba,S3,0.8324769034401854,0.0635654800233597,0.9415482278118871
47,Rukundo Munyaneza,S2,0.44140567227680994,0.04633828524233817,0.6274597334697931
48,Kabera Uwera,S3,0.6568944003095407,0.029386222560265164,0.6875850143576083
49,Niyonzima Kabera,S2,0.8106153604810161,0.07729191683979164,0.858263920843519
50,Kayitesi Niyonzima,S2,0.7632259178223745,0.0413583607190757,0.8652461386625292
51,Uwimana Habimana,S2,0.664039887559433,0.049496952507009945,0.765715119773198
52,Uwera Nsabimana,S3,0.8886443265334714,0.05810561905205863,0.6158564034202155
53,Habimana Munyaneza,S1,0.9535437444155195,0.0595216178971367,0.6570270494785003
54,Mukantwari Munyaneza,S3,0.8355588026784271,0.07641381448549746,0.8014159622565575
55,Nkurunziza Uwamahoro,S2,0.9448830813391883,0.07648788852659151,0.735135923230271
56,Habimana Kabera,S3,0.843275044756087,0.07069251865816727,0.608145177507539
57,Uwera Nzeyimana,S2,0.5370792482408929,0.057736570806793036,0.9071152047344685
58,Gasana Uwera,S1,0.717523443614761,0.0650368850984515,0.8823921587435424
59,Bizimana Mukantwari,S1,0.7171556609456584,0.04044821241518107,0.9257650639612476
60,Mugisha Iradukunda,S3,0.5443518411061812,0.026187432130155956,0.9158935173378483
61,Mutoni Mutoni,S3,0.8269202468678515,0.04335210072404978,0.6037931780181044
62,Gasana Mutoni,S3,0.7822093173965847,0.05791023273018796,0.7569559326924119
63,Uwamahoro Uwamahoro,S3,0.8391607370618327,0.06749474262355092,0.8763663499780938
64,Gasana Kabera,S1,0.8599112545626415,0.046491830082402624,0.9106964639654049
65,Nsabimana Munyaneza,S3,0.7069770530217315,0.057093083798975666,0.6353929366429766
66,Uwimana Nkurunziza,S3,0.8266101239301327,0.06237453362938977,0.6284720732246649
67,Nkurunziza Mukantwari,S2,0.8355971003171622,0.07916006382937225,0.8636823648406295
68,Bizimana Rukundo,S3,0.6999772037787169,0.04545332055481857,0.9172240347831575
69,Rukundo Niyonzima,S1,0.8720791403018142,0.02337819654091024,0.6415862706938251
70,Iradukunda Mutoni,S2,0.8694653743327073,0.07773035290847251,0.7312047028332964
71,Uwera Ingabire,S3,0.8404110810602828,0.02072926848138898,0.9394575893476735
72,Iradukunda Ingabire,S1,0.7543340628652719,0.07815815213714594,0.783084245459552
73,Uwera Mutoni,S3,0.7255026230306978,0.055058858715386017,0.9154053036718461
74,Mugisha Iradukunda,S1,0.9311923117131288,0.04782190429639893,0.7236732798091184
75,Mugisha Kayitesi,S1,0.6321787423066851,0.06188970284118471,0.7876337282204421
76,Munyaneza Iradukunda,S2,0.872587898433747,0.07465563106963055,0.8878880350231091
77,Gasana Nkurunziza,S3,0.30673237159354966,0.022713120206371364,0.6092284410740382
78,Uwamahoro Ingabire,S3,0.871983675681599,0.05564784292112811,0.7333117998208575
79,Gasana Iradukunda,S2,0.5359705726828938,0.023382529799055626,0.9026528316892686
80,Uwimana Nkurunziza,S1,0.7302465324991889,0.07097884344064469,0.6865718356101191
81,Niyonzima Uwimana,S2,0.6461039112820173,0.03371856833020776,0.8350952395420498
82,Uwimana Uwimana,S2,0.3461361651028987,0.0512184620542276,0.8703114371074737
83,Mugisha Niyonzima,S1,0.8144693699291479,0.0725992161595007,0.7412190031743389
84,Ndayisaba Kayitesi,S1,0.6002725074415509,0.028182288535206185,0.6050906329837586
85,Iradukunda Nkurunziza,S1,0.9644093527378761,0.07424952166962491,0.721889413458155
86,Kabera Rukundo,S1,0.8317726903740592,0.07174182252480471,0.9323322182801748
87,Uwimana Habimana,S2,0.53944704341194,0.049557085639572174,0.7150630636006279
88,Rukundo Iradukunda,S1,0.469266201038682,0.027682750337466346,0.653165942729303
89,Rukundo Kabera,S1,0.8837660391628253,0.0738073045943607,0.7658865740920053
90,Mugisha Kabera,S1,0.5418029176720082,0.030136103784329873,0.6975066186611855
91,Mutoni Iradukunda,S1,0.8713233678974095,0.05020503625129141,0.8416381900202778
92,Uwimana Gasana,S2,0.6284379839620208,0.023664677591291827,0.6969071768515213
93,Nkurunziza Ndayisaba,S1,0.6825105296742197,0.04222832616748292,0.7695830448168575
94,Habimana Ndayisaba,S1,0.3371276707155157,0.022200992173435873,0.6883529305204072
95,Ndayisaba Nsabimana,S2,0.7414284702112457,0.026430320680386563,0.7565943283882091
96,Mukantwari Uwimana,S3,0.5053595523739108,0.02120427186666358,0.7127277079541123
97,Kabera Gasana,S1,0.8451055258773464,0.055615547213242925,0.8376858117005713
98,Nkurunziza Mukantwari,S1,0.5137642756873962,0.05521046708125274,0.8609038159645155
99,Mugisha Ingabire,S3,0.6587121830756478,0.05875503447989608,0.7997724066341192
100,Kabera Mugisha,S3,0.4733203647605004,0.034757463703070486,0.6562384806408444
